hidden_size,num_layers,learning_rate,num_epochs,rmse,mae,r2,avg_epoch_time,epoch_times,epoch_losses
32,4,0.0005,30,180.90001,128.47214,-0.058997511863708496,22.219829585817124,"[22.167182683944702, 22.23107099533081, 22.202450275421143, 22.186148166656494, 22.267988920211792, 22.258105278015137, 22.205687761306763, 22.214247226715088, 22.203769207000732, 22.136624336242676, 22.165814638137817, 22.226891040802002, 22.17995548248291, 22.201171159744263, 22.247989654541016, 22.30912446975708, 22.23805809020996, 22.314653158187866]","[1366416.7905124181, 1136795.914795988, 935926.1859818505, 763080.832150655, 617468.2835186954, 494788.70675405976, 388174.2517399017, 295931.75096590136, 217960.35416169144, 154230.26216332047, 104566.54806478575, 68910.70495765386, 46834.71833847912, 37318.0970355038, 35859.99991257847, 35844.488389594066, 35851.469040916476, 35851.500876081045]"
32,4,0.0001,30,632.3663,484.8095,-9.140616416931152,22.58164289792379,"[22.24465298652649, 22.246841430664062, 22.215259075164795, 22.233628749847412, 22.268470764160156, 22.2492196559906, 22.201117515563965, 22.31830096244812, 22.21452784538269, 22.18239116668701, 22.242488861083984, 22.20214319229126, 22.2191059589386, 22.56726598739624, 22.714675426483154, 22.736757516860962, 22.66882848739624, 22.8040988445282, 22.76896095275879, 22.78856062889099, 22.85619044303894, 23.577754735946655, 22.706921339035034, 26.552298545837402, 22.642386436462402, 22.20210862159729, 22.24234938621521, 22.177443027496338, 22.245205402374268, 22.159332990646362]","[1466241.8955376637, 1414909.7056325055, 1364986.28611149, 1316234.7150996178, 1268589.3202527976, 1222240.132931905, 1176936.750247339, 1132858.650527088, 1089939.1548512555, 1048167.6129656796, 1007548.8577289165, 968122.5341327784, 929827.3743347435, 892711.9172693777, 856740.9915819459, 821926.1980844022, 788287.2555352757, 755770.7677657615, 724429.0785173308, 694257.144411845, 665196.4066338019, 637223.3223637077, 610366.7884782683, 584511.1676958243, 559437.9098278861, 535067.928843136, 511278.64831809496, 488080.34196318913, 465481.6219167918, 443445.06864935864]"
32,4,5e-05,30,895.628,729.0452,-19.661142349243164,22.221915197372436,"[22.218732118606567, 22.177974700927734, 22.16215753555298, 22.253408193588257, 22.21406841278076, 22.18237590789795, 22.21123719215393, 22.335069179534912, 22.219529628753662, 22.239681005477905, 22.46160864830017, 22.172384023666382, 22.36522626876831, 22.216676950454712, 22.13106870651245, 22.214662790298462, 22.19983172416687, 22.22210454940796, 22.22209858894348, 22.19571614265442, 22.22268581390381, 22.26422381401062, 22.1691153049469, 22.25281810760498, 22.196939945220947, 22.12960433959961, 22.28777313232422, 22.14850115776062, 22.174203395843506, 22.19597864151001]","[1478884.6161981442, 1452670.2201146288, 1427077.2090611353, 1401812.142706059, 1376825.7311681223, 1352149.3525689137, 1327706.8639635644, 1303632.4430096888, 1279793.925900655, 1256293.2986149017, 1233063.6840457832, 1210107.7110398472, 1187459.9650399154, 1165077.9080154886, 1143038.8081928904, 1121242.1361728986, 1099777.912237309, 1078568.3654646561, 1057665.289437773, 1037072.5430540394, 1016727.797361149, 996706.1889243313, 976977.1747407205, 957554.8706587745, 938413.3124573553, 919564.4711466294, 900995.8854735262, 882744.112181018, 864768.8657802265, 847043.6576743313]"
32,4,1e-05,30,1197.7998,1078.2767,-38.32820510864258,22.269582748413086,"[22.228442907333374, 22.286792516708374, 22.23452854156494, 22.25437831878662, 22.34377145767212]","[1491201.8802197052, 1485261.6487615993, 1480035.5045373908, 1474804.8979598798, 1469618.9148301037]"
32,5,0.05,30,180.9894,129.01662,-0.0619434118270874,24.109837770462036,"[24.106488943099976, 24.186310529708862, 24.080642223358154, 24.110063791275024, 24.065683364868164]","[108965.94876311856, 35872.28314742043, 35872.56525151282, 35873.53490737848, 35866.91820875942]"
32,5,0.01,30,180.61205,128.17542,-0.053580641746520996,24.09654140472412,"[24.11060357093811, 24.044729709625244, 24.134705305099487, 24.08294701576233, 24.109721422195435]","[382213.10256718134, 35868.4719795327, 35850.14794562061, 35848.451378168495, 35850.44997702519]"
32,5,0.005,30,181.17099,128.52905,-0.06335538625717163,24.113022486368816,"[24.101090908050537, 24.111286878585815, 24.099191904067993, 24.06238555908203, 24.147491931915283, 24.15668773651123]","[671905.3379119473, 66430.44506142962, 35843.75463767239, 35845.17677953462, 35849.50723013399, 35844.11029439201]"
32,5,0.001,30,180.82077,128.55197,-0.05808788537979126,24.082114999944512,"[24.12757444381714, 24.033434629440308, 24.05530858039856, 24.042609691619873, 24.03468108177185, 24.11072063446045, 24.15313458442688, 24.038448810577393, 24.10346508026123, 24.07631826400757, 24.1275691986084]","[1251630.994507369, 854261.7603967658, 562307.8362360125, 349508.02316030976, 194160.7770878821, 93712.13033591192, 45410.10628432895, 35956.200230094546, 35841.63482652689, 35845.33531355546, 35842.37564939807]"
32,5,0.0005,30,180.88873,128.50137,-0.05897015333175659,24.138235211372375,"[24.058155298233032, 24.109708547592163, 24.056785106658936, 24.078171253204346, 24.280227422714233, 24.029393672943115, 24.262182474136353, 24.088244915008545, 24.134410858154297, 24.20120406150818, 24.13715624809265, 24.037012577056885, 24.219760417938232, 24.157389640808105, 24.18506956100464, 24.055132389068604, 24.06551718711853, 24.332712173461914]","[1365346.2061442412, 1135808.7347588018, 935010.4957696507, 762375.2103831195, 616829.943048069, 494233.6483522107, 387725.75181666214, 295518.8767271084, 217654.41038439889, 153965.37086986558, 104372.19925606406, 68774.63079380884, 46755.94924140497, 37312.84478359972, 35866.82378670638, 35845.61112489659, 35846.56563438183, 35844.68921671372]"
32,5,0.0001,30,632.353,484.79895,-9.140396118164062,24.098503788312275,"[24.060846090316772, 24.075067043304443, 24.01460576057434, 24.1752188205719, 24.166416883468628, 24.05862283706665, 24.07803702354431, 24.044764518737793, 24.139883995056152, 24.152936458587646, 24.096424341201782, 24.113163471221924, 24.05521535873413, 24.088967084884644, 24.20879316329956, 24.100359201431274, 24.004117012023926, 24.043465852737427, 24.027393579483032, 24.101279973983765, 24.063374757766724, 24.117577075958252, 24.13692021369934, 24.06930685043335, 24.162879943847656, 24.124955892562866, 24.05597472190857, 24.15832233428955, 24.050697565078735, 24.20952582359314]","[1465593.9726733079, 1414278.488503002, 1364400.8948553493, 1315668.171875, 1268102.2546056223, 1221742.1600624318, 1176503.583489697, 1132417.2815911572, 1089510.602159525, 1047784.3491743995, 1007193.428954012, 967785.6238315366, 929533.3358436818, 892427.4910360944, 856498.2589553767, 821703.218383256, 788072.0845216976, 755624.6109869678, 724288.098142399, 694098.6328977894, 665100.8882454284, 637166.8388288073, 610331.4687372067, 584470.550661845, 559429.4830274291, 535043.3826461858, 511272.7784738332, 488071.80323758186, 465467.82923376095, 443437.4296576487]"
32,5,5e-05,30,895.5237,729.71893,-19.66730499267578,24.109371940294903,"[24.14784836769104, 24.103768587112427, 24.267741203308105, 24.06005859375, 24.145036935806274, 24.202507495880127, 24.11114192008972, 24.119749307632446, 24.38144826889038, 24.071149349212646, 24.017237663269043, 24.295258283615112, 24.223844289779663, 24.188750505447388, 24.170568466186523, 24.131542921066284, 24.076435089111328, 24.11801552772522, 23.994547843933105, 23.976327896118164, 23.943050146102905, 24.12893509864807, 24.148053646087646, 24.076723098754883, 24.12815237045288, 23.901925325393677, 23.963995933532715, 24.044273853302002, 24.011502027511597, 24.13156819343567]","[1479071.1564546942, 1452833.9472400383, 1427263.9467283024, 1401974.0793190503, 1376979.9626603439, 1352235.481065775, 1327834.3409866267, 1303707.7778213702, 1279884.4367323963, 1256337.6164881277, 1233086.640846752, 1210122.101920715, 1187468.5964451418, 1165074.3573962883, 1143004.6830393695, 1121204.7560384825, 1099717.7338462062, 1078512.7843971753, 1057581.008682451, 1036948.6720285207, 1016613.9731168122, 996573.6915512418, 976836.9131243177, 957367.0426531796, 938232.7108351529, 919354.0211517467, 900757.0093050628, 882473.2649426856, 864482.880859375, 846777.7055728029]"
32,5,1e-05,30,1197.6418,1077.922,-38.31016540527344,24.070695447921754,"[24.033684730529785, 24.118830680847168, 24.123271465301514, 23.976314783096313, 24.101375579833984]","[1490985.7508187774, 1484909.0720524017, 1479687.6189444596, 1474460.1420066867, 1469277.0131686681]"
50,2,0.05,30,181.91316,128.91986,-0.07572174072265625,19.316532564163207,"[19.316349983215332, 19.284937143325806, 19.32931089401245, 19.3008816242218, 19.35118317604065]","[83387.51621123069, 35881.11259573724, 35887.255007548105, 35888.393179947634, 35885.33042727808]"
