hidden_size,num_layers,learning_rate,num_epochs,rmse,mae,r2,avg_epoch_time,epoch_losses,rank_rmse,rank_mae,rank_r2,norm_epoch_time,weighted_epoch_time,loss_slope,rank_loss_slope,combined_rank
100,2,0.01,30,0.31865957,0.22454563,0.9999956488609314,18.30896439552307,"[680.0118564734292, 71.22375523281084, 45.6952531665287, 31.167917042344353, 26.017090040596617, 26.36675977095246, 14.921872944741889, 14.31969193981627, 11.55314326649491, 10.579024650981063, 9.728740115524941, 9.13664766175339, 8.328101522733018, 8.164720846241947, 8.858374591589413, 6.871176708772561, 8.910681620786956, 9.474585135141998, 9.126242395482274, 7.939224115605405, 7.5956913236158545, 7.179529970392837, 7.054558598293819, 6.685388908351418, 6.550514164565519, 6.165441555414079, 6.022159711459822, 5.805758557537079, 5.665078294624607, 5.465018639129263]",1.0,1.0,1.0,0.4280918394443873,0.04280918394443873,-5.350343023275448,4.3,7.342809183944439
50,3,0.01,30,0.4206317,0.27571014,0.9999953508377076,18.418197361628213,"[1599.3846197728897, 138.09951154570456, 48.87435134035824, 45.806539136497506, 34.164150234557866, 33.92906456240697, 35.726141762496766, 29.090672375433, 34.6879227952869, 21.259913735837966, 23.591248176374787, 21.467236037378292, 17.982773443796837, 19.488002606286305, 22.701189439479407, 18.256123713538962, 16.637560856268298, 15.156486347728453, 14.42875581049039, 14.317263903975787, 13.147354772589454, 12.809297341307905, 12.681054596375374, 11.854217717647716, 11.394720159790287, 11.047508373352247, 11.039369227199694, 10.973470367961228, 10.624888573412013, 10.688151458050932]",2.0,2.0,2.0,0.4565402384562299,0.04565402384562299,-11.871028177482279,3.2,9.245654023845624
50,3,0.0005,30,0.5325006,0.40316743,0.9999905824661256,18.45372434457143,"[3715.559050297047, 16.55730773009132, 10.289749673209824, 8.415079587724824, 7.374204594894072, 6.440353514175195, 5.8105158778802215, 5.4296409339871765, 4.935863788721587, 4.6765370752518045, 4.279318838988281, 3.8823388502384053, 3.7747799776083744, 3.4201798589847265, 3.2779033288825303, 3.1208662899672643, 3.044108271356835, 2.865531493872038, 2.758919792448569, 2.765973223358043, 2.4776721098206074, 2.5430755306627018, 2.4014377929951474, 2.275276414804998, 2.265798325952362, 2.1345078082715556, 2.154773253012107, 2.0047792542225573, 2.0555291842180203, 1.8967213998975712]",3.0,4.0,3.0,0.46579280956633534,0.04657928095663354,-24.208308890801206,2.3,12.346579280956632
100,3,0.0005,30,0.57827115,0.42183822,0.999987542629242,19.4997296889623,"[1919.6696050422486, 22.899426299346587, 16.77831206517091, 13.403126327276198, 11.328532202024924, 9.560666315619505, 9.071059251210233, 7.852089908388829, 6.904423320242997, 6.443148887289208, 6.035358671858443, 5.4881498497020145, 4.9292004262981735, 4.5354840244180785, 4.096267131061647, 3.964684938400878, 3.713587133245396, 3.686253015283906, 3.4938052667286574, 3.4811372573657255, 2.9961245287769964, 3.1008312801126894, 2.837260332965093, 2.9288218499859795, 2.746200044368959, 2.6273409055752324, 2.5861121848938318, 2.5213076564377603, 2.505443872710564, 2.3423259455609484]",4.0,5.0,5.0,0.7382121941787458,0.07382121941787459,-12.76603109896448,3.0,17.073821219417873
50,3,0.0001,30,0.62383693,0.37345818,0.9999849200248718,18.437484534581504,"[15143.85223824918, 38.63159645345534, 14.452993018137835, 6.547156891846566, 3.4991988225201527, 2.4469544787334043, 2.0936623655155904, 1.9063494519338695, 1.8027602645342835, 1.6596953627016948, 1.587864217246724, 1.471179357490921, 1.4134072119829664, 1.3704775103233657, 1.3041366200668403, 1.271029476466788, 1.213437451353687, 1.1745386038648624, 1.1252810629267718, 1.0915204711750508, 1.0566390015369924, 1.0393454823465043, 1.0058066450358332, 0.9885817635418058, 0.936260988193617, 0.9244312458858708, 0.8910526529190387, 0.8866852830737569, 0.8563189885978624, 0.8284879503985175]",7.0,3.0,8.0,0.46156334834283225,0.046156334834283226,-98.05941760025193,1.4,19.44615633483428
50,2,0.01,30,0.6073267,0.43969652,0.9999891519546508,16.68406396706899,"[854.8864052292431, 83.48311792847632, 47.80579571817965, 35.97105476024304, 26.872900293676352, 20.473290850306704, 17.99010464706861, 16.091639474359663, 16.186464491735443, 12.679703001628374, 13.654242810947764, 13.457028454732898, 21.347688815332788, 12.251070668863937, 11.838346930861261, 10.3475517917884, 10.747696844181737, 9.917021274385673, 10.329373974046023, 10.826922944338188, 13.092631589607072, 9.489775261993207, 9.864301456924423, 9.22969678840722, 8.748870613102245, 8.389571319083077, 7.555257205623629, 9.286700867816977, 9.287376627070305, 8.404076468469178]",6.0,6.0,4.0,0.0049062628604767166,0.0004906262860476716,-6.499237513025321,4.2,20.200490626286047
50,4,0.005,30,0.5875306,0.5359138,0.999987244606018,20.46262745857239,"[1452.345444270194, 119.72186193841318, 75.04811695946063, 57.633085044369295, 40.09197188601483, 38.69027138607959, 29.634428391054144, 29.30397321617304, 21.670420062122258, 22.9369682865136, 35.03807087253889, 25.011978150154242, 21.357256806703635, 19.651331426209758, 17.32888361373225, 16.562423371221854, 15.259532039826452, 13.643309338758476, 13.141298040137606, 12.363990688645668, 11.447160494953035, 10.319375092391429, 10.844122964495337, 10.059230091495595, 10.044731983281041, 10.477871161498694, 10.845801213616912, 9.587434628982438, 10.478412050353496, 9.849944024596883]",5.0,9.0,6.5,0.9889872205669686,0.09889872205669686,-11.097670584579525,3.3,23.898898722056696
100,3,0.001,30,0.67074454,0.49952337,0.999987244606018,19.43916157881419,"[1391.5984573934763, 36.14403049592498, 24.082673552848693, 17.48205964963509, 13.992239147030208, 12.148202105571707, 10.867499396457097, 10.137715124846416, 8.969455963653393, 8.261817268348059, 7.752151232304287, 7.349649364578102, 7.098914078199894, 6.205374331949645, 6.370428666924878, 5.506273404877088, 5.272914138412119, 4.963754201816257, 4.646613164149087, 4.460412706212876, 4.249744935445671, 3.971314992513162, 3.9106054195499262, 3.933744677824403, 3.8864575998942006, 3.3763742483244887, 3.4859301254466404, 3.070290833146832, 3.3664264141731413, 3.1705567047491012]",8.0,8.0,6.5,0.7224379656987817,0.07224379656987817,-9.512748526174692,3.7,26.272243796569878
50,2,0.0001,30,0.782237,0.49651873,0.9999769926071168,16.72845563093821,"[20230.053307635295, 74.73209363703644, 35.54735968183873, 13.108373454271707, 6.4243989048533825, 4.030509920782658, 2.7910500658415747, 2.1641130814833085, 1.7773982222216391, 1.5474666762287732, 1.4439027652542988, 1.3365205188371305, 1.220643877349672, 1.1902401440036707, 1.1074855055062174, 1.0373421363892465, 0.9981096820177827, 0.9361726819994091, 0.9183426258808987, 0.8744499331165316, 0.8246031211868059, 0.8278345440470667, 0.7736114496426193, 0.7728703354076608, 0.7397894572906855, 0.7251033004226903, 0.7028212459980587, 0.6834557345162419, 0.6768233409521524, 0.6744061035478252]",10.0,7.0,11.0,0.016467532425706546,0.0016467532425706547,-131.27390395031702,1.2,29.20164675324257
50,3,0.005,30,0.71742594,0.60170996,0.9999821186065674,18.455451146761572,"[1063.7825949358628, 77.87528404373855, 52.035659470876034, 37.81755202613755, 28.563944994390628, 26.444826004034372, 19.745758926426774, 18.551558095065054, 16.695073670028467, 16.81626319828927, 14.819334098068778, 18.4874502430247, 14.981720992571402, 14.455566306403274, 13.027346400009248, 12.569569702841765, 12.17916834894283, 10.59762235529371, 9.587898835266827, 9.161008156821799, 8.615654068928839, 8.482115368060127, 7.9227556254715745, 7.725206114292525, 7.683113156751258, 7.297086015127611, 6.88050943069408, 6.576869929180375, 6.6552147886824615, 6.390473496079379]",9.0,11.0,9.0,0.46624253421880324,0.04662425342188033,-7.995906016200418,3.8,32.84662425342188
