hidden_size,num_layers,learning_rate,num_epochs,rmse,mae,r2,avg_epoch_time,epoch_losses
50,2,0.1,30,182.41925,127.71573,-0.0794668197631836,19.047558069229126,"[68194.24106647875, 35899.01501584782, 35910.43007023574, 35904.06470499497, 35906.45903075106]"
50,2,0.05,30,181.81642,127.515564,-0.06974947452545166,19.04281702041626,"[84008.25985384612, 35885.77872063916, 35891.89285358279, 35884.51095207914, 35885.86384296001]"
50,2,0.01,30,181.4131,128.04425,-0.0654449462890625,19.03893313407898,"[264722.4031202158, 35855.363680377275, 35851.9370066547, 35848.87720699394, 35850.498213322404]"
50,2,0.005,30,181.32439,128.4235,-0.06528550386428833,19.094927310943604,"[475983.4317440383, 36898.36380071515, 35845.35762976767, 35851.62904431206, 35848.06349028875, 35848.3347174632]"
50,2,0.001,30,21.080359,13.618332,0.9852433204650879,19.069798056284586,"[1139491.0502524562, 618830.6009441526, 297106.7362129844, 110645.89550088275, 40826.507315556555, 26010.21988208221, 20628.397864562456, 16593.333368293064, 12148.982846872255, 10179.488741862202, 9064.837569607398, 8407.963936235186, 8168.009374468607, 8737.217456401175, 8243.96158879709, 8591.54450527341, 7979.553535544716, 7455.179560782087, 5288.290235269538, 2628.256878061586, 2161.7323338600227, 1996.5513348829277, 1640.2649283398707, 1263.5532759703924, 1069.863717236373, 979.5016433703327, 856.1957304644272, 754.8883384054925, 682.8304928129937, 549.1320362450253]"
50,2,0.0005,30,18.867533,12.558653,0.987096905708313,19.031919956207275,"[1301044.6717129503, 972521.965696643, 710582.3803561681, 508295.6978882369, 348366.24584214657, 222383.74620249387, 129926.80795301413, 70243.12902885336, 41589.61374301161, 35920.62883322104, 32710.95185512226, 25063.240832699437, 20618.06737628254, 13695.466250490414, 7814.272358119748, 4523.645385960825, 2496.581905968845, 1448.434513789077, 971.3613808014508, 748.1023777437002, 609.250234139278, 509.2702024287532, 442.2838335497931, 386.4090563761615, 359.2440694810001, 312.44379279420883, 294.23892082840075, 286.45466125050484, 253.92773800489684, 226.33992978370867]"
50,2,0.0001,30,374.59137,289.8431,-2.7201027870178223,19.103778632481895,"[1450163.836432178, 1372001.6412561408, 1297010.9676753548, 1224778.0225419623, 1155334.4915137144, 1088677.9138919213, 1024743.2514328603, 963597.2657614629, 905235.3929704558, 849618.754750614, 796720.3697291212, 746552.2337950327, 699156.4994541485, 654434.2365626706, 612332.4121989288, 572567.1235841976, 534665.9552145879, 498203.9889166553, 463200.68802026473, 429565.8883477757, 397313.6985364356, 366437.73722366267, 336974.27255475573, 308869.97191423306, 282161.4134676071, 256853.3018303084, 232930.41348679722, 210380.10858394174, 189211.01041062534, 169435.6417124386]"
50,2,5e-05,30,744.4086,567.78656,-12.978853225708008,19.06300253868103,"[1471011.275655022, 1430778.5815706877, 1391805.89867631, 1353519.7929005185, 1315924.9600163756, 1279000.3517330787, 1242800.742306905, 1207308.7451043942, 1172484.196540666, 1138358.4874027702, 1104936.6532819322, 1072222.9219261736, 1040153.3155960017, 1008826.2540768286, 978193.6243688592, 948212.0901081469, 918945.6411196779, 890429.7118245087, 862534.6582372407, 835352.2192190911, 808897.6215457832, 783092.4964263783, 758012.9946438319, 733604.8328585562, 709870.4969125272, 686858.8782068777, 664517.3846291621, 642811.5924024291, 621827.1515079149, 601430.4042457014]"
50,3,0.1,30,180.6063,128.36777,-0.0541800856590271,21.103818893432617,"[67680.1947980989, 35901.359861149016, 35911.79957200762, 35906.728708925206, 35909.794738636265]"
50,3,0.05,30,180.30946,128.68008,-0.050524234771728516,21.007236194610595,"[84191.18235532269, 35890.56997160932, 35888.847525917285, 35889.52489901214, 35887.117415782144]"
50,3,0.01,30,180.49313,128.6627,-0.053333938121795654,21.053801822662354,"[264421.88363007794, 36157.03542371192, 35856.868605301366, 35852.71185482641, 35853.4373040345]"
50,3,0.005,30,180.40245,128.83067,-0.05239349603652954,21.06725247701009,"[475519.36449235806, 36896.11138089775, 35844.254400794685, 35844.84801166651, 35850.39830516832, 35855.99455107976]"
50,3,0.001,30,16.683578,10.710158,0.9901303052902222,21.160818163553873,"[1140335.3430591566, 619464.186335801, 297491.52572965, 110897.28446753889, 41663.96334718929, 35843.11588257369, 34808.111970593316, 25892.961392131954, 20191.803764076732, 14510.77095784683, 11260.334879279657, 9686.212802104033, 9156.39699850957, 8259.451016038787, 7729.597399711609, 7495.373140335083, 7366.0594830866985, 7619.628504157587, 6822.505213662526, 2544.821182359254, 2077.4853946345343, 2169.162795526492, 1670.3011314379596, 1238.03350168857, 1062.3697514284127, 837.7800266352283, 680.0615456859098, 658.9001698980685, 596.8037600610975, 410.58545720056674]"
