hidden_size,num_layers,learning_rate,num_epochs,rmse,mae,r2,avg_epoch_time,epoch_losses
50,2,0.1,30,181.21803,129.33463,-0.06631577014923096,16.90142297744751,"[80367.57834541953, 36074.36119146222, 36038.63160165845, 36037.320034643446, 36020.681258422315]"
50,2,0.05,30,102.40534,75.589935,0.6000943183898926,16.67331400513649,"[2592.3590521229407, 400.38151196068293, 1312.266567398432, 11135.806187209084, 9932.95691949936, 9924.828691061928, 9929.101705026418, 9933.9972259155]"
50,2,0.01,30,0.6073267,0.43969652,0.9999891519546509,16.68406396706899,"[854.8864052292431, 83.48311792847632, 47.80579571817965, 35.97105476024304, 26.872900293676352, 20.473290850306704, 17.99010464706861, 16.091639474359663, 16.186464491735443, 12.679703001628374, 13.654242810947764, 13.457028454732898, 21.347688815332788, 12.251070668863937, 11.838346930861261, 10.3475517917884, 10.747696844181737, 9.917021274385673, 10.329373974046023, 10.826922944338188, 13.092631589607072, 9.489775261993207, 9.864301456924423, 9.22969678840722, 8.748870613102245, 8.389571319083077, 7.555257205623629, 9.286700867816977, 9.287376627070305, 8.404076468469178]"
50,2,0.005,30,1.6569391,1.474584,0.9999258518218994,16.68665465513865,"[709.1595176676345, 52.87746373494054, 31.517153517298368, 20.01898323646116, 14.63648654893854, 10.380458683743422, 8.12087732400668, 8.097947302563156, 11.886682118844305, 8.547839305335128, 7.333331501184593, 6.424059363984905, 5.890175631747675, 5.374947812315178, 5.173380461272348, 4.793394717279701, 4.500911935231817, 4.506860791774686, 4.387633656545066, 4.316816083939787, 4.002230099557038, 4.024089312488945, 3.789210310677452, 3.6692016956410507, 3.5995281004692212, 3.3178784938946753, 3.292180598219074, 3.2213553645642405, 3.1977067753947055, 3.219537807520326]"
50,2,0.001,30,1.011176,0.9405403,0.9999622106552124,16.748025512695314,"[1884.1163035109314, 17.95546350073411, 10.710006081348684, 8.555034502153184, 7.449189705493572, 6.589845439289009, 5.871260917277836, 5.389131708160108, 5.114095063566934, 4.702278269247424, 4.610645208023814, 4.1365442017020095, 3.9314915853751797, 3.767336201616136, 3.474983198101547, 3.3238579765008964, 3.2128946131062754, 2.9523189684272415, 2.900024839858911, 2.711629686606682, 2.5656454898320407, 2.5126512558626493, 2.354205864917296, 2.2719694779958073, 2.2596366699738226, 2.1354570739544667, 2.03804430064001, 1.9941069524001642, 1.9766396553709078, 1.8366824544281963]"
50,2,0.0005,30,0.8263626,0.6694435,0.9999741315841675,16.68253177801768,"[3545.1319941522383, 23.667164926217893, 11.789958898335955, 7.267570972271817, 5.374065818891385, 4.29834434711354, 3.7149375006495506, 3.2970591499693853, 3.037703586417946, 2.790209625926942, 2.5483116801710204, 2.3864003264001576, 2.290478372537657, 2.1775126016290054, 2.1006470114965192, 1.9913156183068457, 1.9157504764325535, 1.8417548033648767, 1.8013629644161586, 1.72325486823404, 1.693287571842831, 1.5942825458610357, 1.5923692357866703, 1.5644211780643864, 1.4662645754219321, 1.477993152650301, 1.4263956996583782, 1.4221702854761114, 1.3474208761594262, 1.3531092591649816]"
50,2,0.0001,30,0.782237,0.49651873,0.9999769926071167,16.72845563093821,"[20230.053307635295, 74.73209363703644, 35.54735968183873, 13.108373454271707, 6.4243989048533825, 4.030509920782658, 2.7910500658415747, 2.1641130814833085, 1.7773982222216391, 1.5474666762287732, 1.4439027652542988, 1.3365205188371305, 1.220643877349672, 1.1902401440036707, 1.1074855055062174, 1.0373421363892465, 0.9981096820177827, 0.9361726819994091, 0.9183426258808987, 0.8744499331165316, 0.8246031211868059, 0.8278345440470667, 0.7736114496426193, 0.7728703354076608, 0.7397894572906855, 0.7251033004226903, 0.7028212459980587, 0.6834557345162419, 0.6768233409521524, 0.6744061035478252]"
50,2,5e-05,30,0.85347724,0.53873,0.9999741315841675,16.665225450197855,"[22828.510748151217, 70.64836135773419, 36.86498653953773, 19.02651614230533, 10.370782960385215, 6.839239869901187, 5.201184330329169, 4.212775465450758, 3.587111856227163, 3.1113454104079885, 2.7238906703433874, 2.464075253393875, 2.1989348037392062, 2.011474735347562, 1.8376316552550642, 1.7062582121907803, 1.5977634510663887, 1.4819209437957643, 1.3889858419518901, 1.301010721647811, 1.2183684084328568, 1.1537787331487805, 1.107953260096571, 1.0553321876496027, 1.0034969162468403, 0.9536610175906294, 0.9287535273780086, 0.8815169933243903, 0.8490767033077272, 0.8201116274647805]"
50,3,0.1,30,177.22984,131.35408,-0.008322536945343018,18.483611869812012,"[623206.4012567112, 36529.47887853764, 36451.07196717908, 36339.10421739603, 36348.18563829447]"
50,3,0.05,30,178.69624,129.58499,-0.028129220008850098,18.365696498325892,"[17287.74020684078, 2146.110932436312, 15827.63202416116, 36311.62820421244, 36233.75940381179, 36177.6641876354, 36146.79522551824]"
